id,title,domain,severity,effort,files,evidence,recommendation,cve
"LEG-01","Two session-report HTML files committed at repo root","legacy-code","Medium","S","session-report-20260521-2145.html;session-report-20260521-2204.html;.gitignore","464KB combined, committed dd2bdcd; git check-ignore exit 1 (not ignored); .gitignore lacks a root session-report rule","Add session-report-*.html to .gitignore and git rm --cached both; confirm no live credential with the security domain first.",""
"ARCH-04","sys.path.insert bootstrapping hacks across compliance scripts","architecture","Medium","S","scripts/compliance_log_append.py;scripts/compliance_rollup_reconcile.py;scripts/compliance_log_render.py","sys.path.insert at compliance_log_append.py:36, compliance_rollup_reconcile.py:26, compliance_log_render.py:19; runtime symptom of the missing package boundary","Delete these inserts after ARCH-01 packages the logic; they break under any CWD change.",""
"ARCH-06","ORGS constant duplicated as divergent literals","architecture","Medium","S","scripts/check-repo-compliance.py;scripts/populate-github-repos.py","check-repo-compliance.py:34 ORGS list vs populate-github-repos.py:36 ORGS tuple; same data, divergent types","Define ORGS once in a shared config module and import it.",""
"DOC-03","ADR-008 missing from mkdocs.yml nav","docs","Medium","S","mkdocs.yml","ADR-008 exists on disk and in the ADR index but mkdocs nav stops at ADR-007","Add ADR-008 to the mkdocs nav under the ADR section.",""
"DOC-05","Submodule count and names drift in install docs","docs","Medium","S","docs/getting-started/install.md;README.md","install.md:32 says five submodules; .gitmodules defines 7; README submodule names also mismatch","Update install.md and README to list all 7 submodules by their actual .gitmodules names.",""
"DOC-06","permissions.ask count claim is stale","docs","Medium","S",".claude/rules/settings-and-permissions.md;settings.json","settings-and-permissions.md:40 claims 22 permissions.ask entries; settings.json has 30","Update the claim to 30 or replace the hard number with a generated count.",""
"DOC-07","Three local agents undocumented; doc-audit agent count off by one","docs","Medium","S","AGENTS-AND-SKILLS.md;scripts/doc-audit.py","cleanup-backlog-scout, compliance-synthesis, ossf-criteria-reference missing from the catalog; doc-audit.py counts .claude/agents/CLAUDE.md as an agent","Add the three agents to the catalog and exclude CLAUDE.md from the agent count in doc-audit.py.",""
"ARCH-05","Two YAML libraries in use across the same code layer","architecture","Medium","M","scripts/;tools/","PyYAML imported in 2 files, ruamel.yaml in 3, across scripts/ and tools/; two parsers with different semantics for one job","Standardize on one YAML library and document the choice in a rule.",""
"SEC-02","release.yml missing top-level permissions deny-all","security","Low","S",".github/workflows/release.yml","No top-level permissions block in release.yml; job-level permissions at line 65 are correct but future jobs inherit platform defaults; all 21 other workflows use top-level permissions","Add permissions: {} at the workflow level between the concurrency block and jobs:.",""
"SEC-03","Bare except Exception swallows YAML parse failures in validate_front_matter.py","security","Low","S","tools/validate_front_matter.py","validate_front_matter.py:92 and :177 catch bare Exception and return None/False silently, hiding parse and permission errors","Replace except Exception with typed catches, log to stderr, and return a distinct sentinel so callers can warn.",""
"CQ-04","Five tests assert only by absence of a raised exception","code-quality","Low","S","tests/unit/test_setup_org_rulesets.py","test_setup_org_rulesets.py lines 34,46,51,211,227 use validate_solo_dev_safe(body) with no explicit assert","Add an explicit assertion to make the success condition visible.",""
"CICD-03","setup-python steps without dependency caching","cicd","Low","S",".github/workflows/sync-org-pins.yml;.github/workflows/pr-validation.yml;.github/workflows/codeql.yml","sync-org-pins.yml:49 fully uncached; pr-validation.yml:63 and codeql.yml:60 omit cache: but have adjacent cached setup-uv","Add cache: to sync-org-pins.yml:49; the other two are low priority.",""
"CICD-04",".mutmut_config is a stub while mutation CI runs","cicd","Low","S",".mutmut_config;.github/workflows/mutation-testing.yml",".mutmut_config is a NOT CONFIGURED cookiecutter stub; mutation-testing.yml:37 invokes the reusable python-mutation.yml weekly","Remove the stub or populate it so local config matches the running CI.",""
"LEG-02","Eight .disabled MCP config files retained as dead toggles","legacy-code","Low","S","mcp/zen-server.json.disabled;mcp/disabled/","8 files, 32KB; no loader references them; 7 under mcp/disabled/ undocumented, only zen-server documented in mcp/README.md:17,73","Document mcp/disabled/ in mcp/README.md or delete the seven undocumented files.",""
"DEP-01","Python 3.10 floor reaches EOL in five months","dependencies","Low","S","pyproject.toml","pyproject.toml requires-python >=3.10,<3.15, target-version py310; CPython 3.10 EOL 2026-10","Bump floor to >=3.11 in Q4 2026 after 3.10 EOL; CI matrix already covers 3.11-3.14.",""
"DEP-04","Renovate dev-dependency grouping rule never matches","dependencies","Low","S","renovate.json;pyproject.toml","renovate.json matchDepTypes [tool.uv.dev-dependencies] but dev deps live under [project.optional-dependencies].dev","Correct matchDepTypes to the PEP 621 optional-dependencies dep-type so dev bumps group into one PR.",""
"CQ-02","Near-duplicate gh subprocess wrappers across compliance scripts","code-quality","Low","M","scripts/check-repo-compliance.py;scripts/check-required-checks.py","check-repo-compliance.py:141/159 vs check-required-checks.py:629 reimplement the same gh run+JSON+error-tuple logic","Extract a gh_api_common.py helper and route both scripts through it.",""
"CQ-03","61 production Any annotations at decode boundaries","code-quality","Low","M","scripts/check-required-checks.py;scripts/populate-github-repos.py;scripts/compliance_log_common.py","61 production Any (105 total): check-required-checks.py 18, populate-github-repos.py 14, compliance_log_common.py 7","Replace Any with TypedDict where parsed shapes are fixed; keep Any only at dynamic edges.",""
"DEP-03","Submodule pin freshness unverifiable in this tree","dependencies","Low","M",".gitmodules",".gitmodules declares 7 submodules, all uninitialized in this tree; 3 are third-party upstreams","Init submodules and compare pinned SHAs to upstream HEAD; flag any third-party module with no commit in 12+ months.",""
"DOC-08","CHANGELOG format is inconsistent","docs","Low","M","CHANGELOG.md","3645-line CHANGELOG with no Keep-a-Changelog header, mixed manual/semantic-release format, HTML-escaped arrows","Add the Keep-a-Changelog header and let python-semantic-release own the format; stop hand-editing released sections.",""
